ADCY10	adenylate cyclase 10	SAC	Sacy	SACI	HCA2	RP1-313L4.2	soluble adenylyl cyclase	Hypercalciuria, absorptive, 2																					
ADCYAP1	adenylate cyclase activating polypeptide 1	PACAP	prepro-PACAP	pituitary adenylate cyclase activating polypeptide																									
ADCYAP1R1	ADCYAP receptor type I	PAC1	PACAPR	PAC1R	PACAP receptor 1	pituitary adenylate cyclase-activating polypeptide type 1 receptor																							
ADD1	adducin 1	alpha-adducin																											
ADD2	adducin 2	ADDB	beta-adducin																										
ADD3	adducin 3	ADDL	gamma-adducin																										
ADGB	androglobin	C6orf103	FLJ23121	dJ408K24.1	CAPN16																								
ADGRA1	adhesion G protein-coupled receptor A1	GPR123	KIAA1828																										
ADGRA2	adhesion G protein-coupled receptor A2	GPR124	TEM5	DKFZp434C211	DKFZp434J0911	KIAA1531	FLJ14390	tumor endothelial marker 5																					
ADGRA3	adhesion G protein-coupled receptor A3	GPR125	FLJ38547	PGR21																									
ADGRB1	adhesion G protein-coupled receptor B1	BAI1																											
ADGRB2	adhesion G protein-coupled receptor B2	BAI2																											
ADGRB3	adhesion G protein-coupled receptor B3	BAI3	KIAA0550																										
ADGRD1	adhesion G protein-coupled receptor D1	GPR133	DKFZp434B1272	PGR25																									
ADGRD2	adhesion G protein-coupled receptor D2	GPR144	PGR24																										
ADGRE1	adhesion G protein-coupled receptor E1	TM7LN3	EMR1																										
ADGRE2	adhesion G protein-coupled receptor E2	EMR2	CD312																										
ADGRE3	adhesion G protein-coupled receptor E3	EMR3																											
ADGRE5	adhesion G protein-coupled receptor E5	CD97	TM7LN1	leukocyte antigen CD97	seven-span transmembrane protein	seven-transmembrane, heterodimeric receptor associated with inflammation	seven transmembrane helix receptor																						
ADGRF1	adhesion G protein-coupled receptor F1	GPR110	hGPCR36	PGR19																									
ADGRF2	adhesion G protein-coupled receptor F2	GPR111	hGPCR35	PGR20																									
ADGRF3	adhesion G protein-coupled receptor F3	GPR113	hGPCR37	PGR23																									
ADGRF4	adhesion G protein-coupled receptor F4	GPR115	FLJ38076	PGR18																									
ADGRF5	adhesion G protein-coupled receptor F5	GPR116	DKFZp564O1923	KIAA0758																									
ADGRG1	adhesion G protein-coupled receptor G1	GPR56	TM7LN4	TM7XN1																									
ADGRG2	adhesion G protein-coupled receptor G2	GPR64	HE6	TM7LN2	EDDM6	epididymal protein 6																							
ADGRG3	adhesion G protein-coupled receptor G3	GPR97	Pb99	PGR26																									
ADGRG4	adhesion G protein-coupled receptor G4	GPR112	RP1-299I16	PGR17																									
ADGRG5	adhesion G protein-coupled receptor G5	GPR114	PGR27																										
ADGRG6	adhesion G protein-coupled receptor G6	GPR126	FLJ14937																										
ADGRG7	adhesion G protein-coupled receptor G7	GPR128	FLJ14454																										
ADGRL1	adhesion G protein-coupled receptor L1	LPHN1	KIAA0821	CIRL1	LEC2																								
ADGRL2	adhesion G protein-coupled receptor L2	LPHH1	LPHN2	KIAA0786	LEC1																								
ADGRL3	adhesion G protein-coupled receptor L3	LPHN3	KIAA0768	LEC3																									
ADGRL4	adhesion G protein-coupled receptor L4	ELTD1	ETL																										
ADGRV1	adhesion G protein-coupled receptor V1	USH2C	MASS1	GPR98	DKFZp761P0710	KIAA0686	FEB4	VLGR1																					
ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ADH1																											
ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ADH2																											
ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH3																											
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	ADH-2																											
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	FDH	ADH-3	ADHX	GSNOR	S-nitrosoglutathione reductase																							
ADH6	alcohol dehydrogenase 6 (class V)	ADH-5																											
ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ADH-4																											
ADHFE1	alcohol dehydrogenase iron containing 1	FLJ32430	hydroxyacid-oxoacid transhydrogenase																										
ADI1	acireductone dioxygenase 1	SIPL	MTCBP-1	ARD	APL1	FLJ10913	HMFT1638	mtnD	membrane-type 1 matrix metalloproteinase cytoplasmic tail binding protein-1																				
ADIG	adipogenin	MGC39724	SMAF1	RP5-1100H13.2	small adipocyte factor 1																								
ADIPOQ	adiponectin, C1Q and collagen domain containing	ACDC	ACRP30	apM1	GBP28	adiponectin	adipose most abundant gene transcript 1	adiponectin precursor																					
ADIPOR1	adiponectin receptor 1	PAQR1	ACDCR1																										
ADIPOR2	adiponectin receptor 2	PAQR2	ACDCR2																										
ADIRF	adipogenesis regulatory factor	C10orf116	APM2	AFRO	adipose specific 2	adipose most abundant gene transcript 2	adipogenesis factor rich in obesity																						
ADK	adenosine kinase	AK	adenosine 5'-phosphotransferase																										
ADM	adrenomedullin	AM																											
ADM2	adrenomedullin 2	AM2	FLJ21135																										
ADM5	adrenomedullin 5 (putative)	C19orf76	AM5																										
ADNP	activity dependent neuroprotector homeobox	KIAA0784	ADNP1	ADNP homeobox 1	activity-dependent neuroprotective protein																								
ADNP2	ADNP homeobox 2	ZNF508	KIAA0863																										
ADO	2-aminoethanethiol dioxygenase	C10orf22	FLJ14547	cysteamine dioxygenase																									
ADORA1	adenosine A1 receptor	RDC7																											
ADORA2A	adenosine A2a receptor	ADORA2	RDC8																										
ADORA2B	adenosine A2b receptor																												
ADORA3	adenosine A3 receptor	AD026	A3AR																										
ADPGK	ADP dependent glucokinase	DKFZp434B195	ADP-GK																										
ADPRH	ADP-ribosylarginine hydrolase	ARH1	[Protein ADP-ribosylarginine] hydrolase																										
ADPRHL1	ADP-ribosylhydrolase like 1	ARH2	ADP-ribosylarginine hydrolase like 1																										
ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	C17orf48	MDS006																										
ADRA1A	adrenoceptor alpha 1A	ADRA1C	ADRA1L1																										
ADRA1B	adrenoceptor alpha 1B																												
ADRA1D	adrenoceptor alpha 1D	ADRA1R	ADRA1A	ADRA1																									
ADRA2A	adrenoceptor alpha 2A	ADRA2	ADRA2R	ADRAR	alpha-2AAR subtype C10	 alpha-2A-adrenergic receptor																							
ADRA2B	adrenoceptor alpha 2B	ADRA2L1	ADRA2RL1	ADRARL1																									
ADRA2C	adrenoceptor alpha 2C	ADRA2L2	ADRA2RL2	ADRARL2																									
ADRB1	adrenoceptor beta 1	ADRB1R																											
ADRB2	adrenoceptor beta 2	ADRB2R	ADRBR	BAR	B2AR																								
ADRB3	adrenoceptor beta 3																												
ADRM1	adhesion regulating molecule 1	GP110	Rpn13	ARM1	proteasome ubiquitin receptor																								
ADSL	adenylosuccinate lyase																												
ADTRP	androgen dependent TFPI regulating protein	C6orf105	dJ413H6.1	AIG1L	androgen-induced 1-like																								
AEBP1	AE binding protein 1	ACLP	aortic carboxypeptidase-like protein	adipocyte enhancer binding protein 1																									
AEBP2	AE binding protein 2	MGC17922																											
AEN	apoptosis enhancing nuclease	ISG20L1	FLJ12484	FLJ12562																									
AFAP1	actin filament associated protein 1	AFAP-110	AFAP																										
AFAP1L1	actin filament associated protein 1 like 1	FLJ36748																											
AFAP1L2	actin filament associated protein 1 like 2	KIAA1914	FLJ14564	Em:AC005383.4	XB130																								
AFF1	AF4/FMR2 family member 1	PBM1	MLLT2	AF-4	AF4																								
AFF2	AF4/FMR2 family member 2	FMR2	FRAXE																										
AFF3	AF4/FMR2 family member 3	LAF4	MLLT2-like																										
AFF4	AF4/FMR2 family member 4	AF5Q31	MCEF	ALL1 fused gene from 5q31																									
AFG3L2	AFG3 like matrix AAA peptidase subunit 2	SCA28	SPAX5																										
AFM	afamin	ALB2	ALBA																										
AFMID	arylformamidase	DKFZp686F03259	KF	kynurenine formamidase																									
AFP	alpha fetoprotein	HPAFP	FETA																										
AFTPH	aftiphilin	MGC33965	FLJ20080	FLJ23793	Nbla10388																								
AGA	aspartylglucosaminidase	ASRG	glycosylasparaginase	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase																									
AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	CENTG2	KIAA1099	GGAP1																									
AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	CENTG1																											
AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	CENTG3																											
AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	CTGLF1	AGAP8	CTGLF5	Em:AC012044.1	MRIP2																							
AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	CTGLF2	Em:AC073389.1																										
AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	CTGLF3	bA324H6.1																										
AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	CTGLF6	bA301J7.2	FLJ00312																									
AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	CTGLF11P	AGAP14	bA145E20.1																									
AGBL1	ATP/GTP binding protein like 1	FLJ32310	CCP4	cytosolic carboxypeptidase 4																									
AGBL2	ATP/GTP binding protein like 2	FLJ23598	CCP2	cytoplasmic carboxypeptidase 2																									
AGBL3	ATP/GTP binding protein like 3	MGC32955	CCP3																										
AGBL4	ATP/GTP binding protein like 4	FLJ14442	CCP6	cytosolic carboxypeptidase 6																									
AGBL5	ATP/GTP binding protein like 5	FLJ21839	CCP5	cytosolic carboxypeptidase 5																									
AGER	advanced glycosylation end-product specific receptor	RAGE	SCARJ1	receptor for advanced glycation end-products																									
AGFG1	ArfGAP with FG repeats 1	HRB	RIP	RAB																									
AGFG2	ArfGAP with FG repeats 2	HRBL	RABR																										
AGGF1	angiogenic factor with G-patch and FHA domains 1	VG5Q	HSU84971	FLJ10283	GPATC7	GPATCH7																							
AGK	acylglycerol kinase	MULK	FLJ10842																										
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	glycogen debranching enzyme	glycogen storage disease type III																										
AGMAT	agmatinase	FLJ23384																											
AGMO	alkylglycerol monooxygenase	TMEM195	FLJ16237																										
AGO1	argonaute RISC component 1	EIF2C1	hAGO1	argonaute 1																									
AGO2	argonaute RISC catalytic component 2	EIF2C2	CASC7	hAGO2	Q10	LINC00980	argonaute 2																						
AGO3	argonaute RISC catalytic component 3	EIF2C3	hAGO3	FLJ12765	argonaute 3																								
AGO4	argonaute RISC component 4	EIF2C4	hAGO4	KIAA1567	FLJ20033	argonaute 4																							
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	LPAAT-alpha	lysophosphatidic acid acyltransferase, alpha																										
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	BSCL	LPAAT-beta	lysophosphatidic acid acyltransferase-beta																									
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	LPAAT-gamma	LPAAT3																										
AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	LPAAT-delta	dJ473J16.2	lysophosphatidic acid acyltransferase, delta																									
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	FLJ11210	LPAAT-e	LPAAT-epsilon	lysophosphatidic acid acyltransferase, epsilon																								
AGPS	alkylglycerone phosphate synthase	ADHAPS	ADAS	ALDHPSY	ADPS	ADAP-S																							
AGR2	anterior gradient 2, protein disulphide isomerase family member	XAG-2	HAG-2	AG2	PDIA17	protein disulfide isomerase family A, member 17																							
AGR3	anterior gradient 3, protein disulphide isomerase family member	HAG3	hAG-3	BCMP11	PDIA18	breast cancer membrane protein 11	protein disulfide isomerase family A, member 18																						
AGRN	agrin	AGRIN																											
AGRP	agouti related neuropeptide	Agrt	ART	ASIP2																									
AGT	angiotensinogen	SERPINA8	alpha-1 antiproteinase, antitrypsin																										
AGTPBP1	ATP/GTP binding protein 1	KIAA1035	Nna1	CCP1	cytosolic carboxypeptidase 1	tubulinyl-Tyr carboxypeptidase	carboxypeptidase-tubulin	tyrosine carboxypeptidase	soluble carboxypeptidase																				
AGTR1	angiotensin II receptor type 1	AGTR1B	AT1	AT2R1	AGTR1A	AT2R1A	HAT1R	AG2S	AT2R1B	AT1B																			
AGTR2	angiotensin II receptor type 2	AT2	MRX88																										
AGTRAP	angiotensin II receptor associated protein	ATRAP																											
AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	SPAT	AGXT1	PH1	AGT	SPT	AGT1	oxalosis I	primary hyperoxaluria type 1	L-alanine: glyoxylate aminotransferase 1	glycolicaciduria																		
AGXT2	alanine--glyoxylate aminotransferase 2	AGT2	beta-alanine-pyruvate aminotransferase	beta-ALAAT II																									
AHCTF1	AT-hook containing transcription factor 1	ELYS	ELYS transcription factor like protein TMBS62																										
AHCY	adenosylhomocysteinase	SAHH																											
AHCYL1	adenosylhomocysteinase like 1	XPVKONA	IRBIT	PPP1R78	inositol 1,4,5-trisphosphate receptor-binding protein	protein phosphatase 1, regulatory subunit 78																							
AHCYL2	adenosylhomocysteinase like 2	KIAA0828	long-IRBIT	IRBIT2																									
AHDC1	AT-hook DNA binding motif containing 1	DJ159A19.3	RP1-159A19.1																										
AHI1	Abelson helper integration site 1	FLJ20069	ORF1	JBTS3	Jouberin																								
AHNAK	AHNAK nucleoprotein	MGC5395	desmoyokin																										
AHNAK2	AHNAK nucleoprotein 2	C14orf78																											
AHR	aryl hydrocarbon receptor	bHLHe76																											
AHRR	aryl-hydrocarbon receptor repressor	AHH	AHHR	KIAA1234	bHLHe77																								
AHSA1	activator of HSP90 ATPase activity 1	C14orf3	p38	Aha1	hAha1																								
AHSG	alpha 2-HS glycoprotein	FETUA	A2HS	HSGA	fetuin A																								
AHSP	alpha hemoglobin stabilizing protein	ERAF	EDRF	alpha hemoglobin stabilising protein																									
AICDA	activation induced cytidine deaminase	HIGM2	CDA2	ARP2	AID																								
AIDA	axin interactor, dorsalization associated	C1orf80	FLJ12806	axin interaction partner and dorsalization antagonist																									
AIF1	allograft inflammatory factor 1	IRT-1	AIF-1	Em:AF129756.17	IBA1	interferon gamma responsive transcript	ionized calcium-binding adapter molecule 1																						
AIF1L	allograft inflammatory factor 1 like	C9orf58	IBA2	FLJ12783																									
AIFM1	apoptosis inducing factor mitochondria associated 1	PDCD8	NAMSD	AUNX1	AIF	CMTX4	DFNX5																						
